"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph"
"Bulgaria",76,0.0425194172274954,60401.0988571429,130,20.801,65.18,418.785857142857,45.6,18563.307,0.32,25,21.4314285714286
"Bulgaria",77,0.0426263788614087,60519.1522857143,109.857142857143,20.801,65.18,430.280857142857,45.6,18563.307,0.32,25,22.9585714285714
"Bulgaria",78,0.0427418737963044,60612.5131428571,77.4285714285714,20.801,65.18,442.176285714286,45.6,18563.307,0.32,25,24.1071428571429
"Bulgaria",79,0.0427884424156064,60684.924,71.5714285714286,20.801,65.18,453.677857142857,45.6,18563.307,0.32,25,25.0671428571429
"Bulgaria",80,0.0428974830005196,60755.4432857143,64.4285714285714,20.801,65.18,466.875571428571,45.6,18563.307,0.32,25,25.9757142857143
"Bulgaria",81,0.0429471242736718,60814.9637142857,63.4285714285714,20.801,65.18,479.698285714286,45.6,18563.307,0.32,25,26.6625
"Bulgaria",82,0.0429629955171764,60893.9537142857,91.8571428571429,20.801,65.18,490.968,45.6,18563.307,0.32,25,NA
"Bulgaria",83,0.0429276473445918,61014.042,155.142857142857,20.801,65.18,505.7375,45.6,18563.307,0.32,25,28.8033333333333
"Bulgaria",84,0.0428554971161329,61159.4395,264,20.801,65.18,516.546,45.6,18563.307,0.32,25,29.165
"Burkina Faso",75,0.0124268299080437,642.897333333333,4,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0
"Burkina Faso",76,0.0124138521570377,643.569428571429,1.42857142857143,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0.04
"Burkina Faso",77,0.0124081859000018,643.863285714286,0.571428571428571,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0.09
"Burkina Faso",78,0.0124305231798249,644.355714285714,2,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,NA
"Burkina Faso",79,0.0124635688442063,644.840571428571,1.57142857142857,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0.12
"Burkina Faso",80,0.0124480032110046,645.647428571429,2.85714285714286,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,NA
"Burkina Faso",81,0.0124496561197168,646.658714285714,3.57142857142857,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0.16
"Burkina Faso",82,0.0124853565386885,647.547285714286,1,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,NA
"Burkina Faso",83,0.0124729904388382,648.189714285714,4.14285714285714,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,0.18
"Burkina Faso",84,0.0124511898622265,649.324,3.5,2.409,70.151,NA,30.1,1703.102,-0.04,5.6,NA
"Burundi",75,0.00124353853555595,405.776333333333,18,2.562,423.062,NA,22.8,702.225,-1.65,5.4,NA
"Burundi",76,0.0015107101467262,413.273142857143,16.5714285714286,2.562,423.062,NA,22.8,702.225,-1.65,5.4,NA
"Burundi",77,0.00158984126226399,423.208857142857,19.7142857142857,2.562,423.062,NA,22.8,702.225,-1.65,5.4,NA
"Burundi",78,0.00153416130077915,438.659285714286,33.7142857142857,2.562,423.062,NA,22.8,702.225,-1.65,5.4,NA
