"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"11022",11399,"United Arab Emirates",26,0.006566432,4743.358286,426.2857143,1.144,112.442,342.3897143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11025",5167,"Israel",39,0.006549647,25618.62786,5599.285714,11.733,402.606,406.5387143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"11038",7982,"Norway",73,0.00648609,21889.88657,354.5714286,16.821,14.462,993.0762857,64800.057,41.24857143,64.6,1.73,"NOR","Europe",23.1,41.24857143
"11042",5208,"Israel",40,0.006480932,30049.55514,5691.714286,11.733,402.606,442.4828571,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"11073",2101,"Chile",14,0.006418005,221.7991429,352.2857143,11.087,24.282,2.101714286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"11090",7983,"Norway",74,0.006368389,22463.39286,467.7142857,16.821,14.462,1019.221,64800.057,45.58428571,64.6,1.73,"NOR","Europe",23.1,45.58428571
"11112",11400,"United Arab Emirates",27,0.006312746,5086.592857,561.8571429,1.144,112.442,380.2997143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11137",7984,"Norway",75,0.006256344,22915.36014,306.7142857,16.821,14.462,1042.837571,64800.057,50.65285714,64.6,1.73,"NOR","Europe",23.1,50.65285714
"11140",11386,"United Arab Emirates",13,0.006243771,48.38614286,59.42857143,1.144,112.442,19.33966667,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11160",7985,"Norway",76,0.006184474,23248.899,208.2857143,16.821,14.462,1063.647,64800.057,57.00142857,64.6,1.73,"NOR","Europe",23.1,57.00142857
"11182",7986,"Norway",77,0.006150826,23478.12371,174.5714286,16.821,14.462,1083.000143,64800.057,62.72428571,64.6,1.73,"NOR","Europe",23.1,62.72428571
"11210",7987,"Norway",78,0.006100274,23711.24286,196,16.821,14.462,1102.626571,64800.057,68.65428571,64.6,1.73,"NOR","Europe",23.1,68.65428571
"11214",11401,"United Arab Emirates",28,0.00608863,5444.140286,424.7142857,1.144,112.442,413.5831429,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11228",10105,"Spain",9,0.006060606,1.448714286,22.71428571,19.436,93.105,NA,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"11231",7988,"Norway",79,0.00605663,23942.53257,177,16.821,14.462,1121.450714,64800.057,75.47571429,64.6,1.73,"NOR","Europe",23.1,75.47571429
"11240",5142,"Israel",14,0.006045211,925.2632857,550.1428571,11.733,402.606,12.83428571,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"11249",740,"Bahrain",14,0.006026796,395.4055714,34.85714286,2.372,1935.907,25.1044,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11256",7990,"Norway",80,0.006011015,24185.035,166.2857143,16.821,14.462,1139.970143,64800.057,82.06428571,64.6,1.73,"NOR","Europe",23.1,82.06428571
"11266",11389,"United Arab Emirates",16,0.005971231,651.9382857,403.1428571,1.144,112.442,83.92314286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11268",7991,"Norway",81,0.005967208,24406.41857,171.8571429,16.821,14.462,1156.297,64800.057,86.83714286,64.6,1.73,"NOR","Europe",23.1,86.83714286
"11270",11402,"United Arab Emirates",29,0.005961522,5672.529429,275,1.144,112.442,445.8147143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11277",7992,"Norway",82,0.005920343,24626.07686,194.1428571,16.821,14.462,1170.449,64800.057,91.02142857,64.6,1.73,"NOR","Europe",23.1,91.02142857
"11301",7993,"Norway",83,0.005868952,24908.80486,270.2857143,16.821,14.462,1185.706857,64800.057,95.60285714,64.6,1.73,"NOR","Europe",23.1,95.60285714
"11305",11403,"United Arab Emirates",30,0.005866223,5864.786857,292.5714286,1.144,112.442,477.9118571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11311",7922,"Norway",13,0.005845952,721.2082857,254,16.821,14.462,NA,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"11331",7994,"Norway",84,0.005782648,25325.85257,378.7142857,16.821,14.462,1203.948286,64800.057,100.4371429,64.6,1.73,"NOR","Europe",23.1,100.4371429
"11335",11404,"United Arab Emirates",31,0.00576829,6075.760714,258,1.144,112.442,511.2465714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11352",11405,"United Arab Emirates",32,0.005713324,6234.230429,230.5714286,1.144,112.442,544.4094286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11360",7995,"Norway",85,0.005691801,25877.40314,445.2857143,16.821,14.462,1224.163286,64800.057,105.3685714,64.6,1.73,"NOR","Europe",23.1,105.3685714
"11379",11406,"United Arab Emirates",33,0.005642549,6411.159714,277.1428571,1.144,112.442,592.0818571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11396",11407,"United Arab Emirates",34,0.005594048,6661.125571,387.8571429,1.144,112.442,642.0858571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11400",7996,"Norway",86,0.005573364,26568.42286,594.7142857,16.821,14.462,1245.275,64800.057,111.4757143,64.6,1.73,"NOR","Europe",23.1,111.4757143
"11420",11408,"United Arab Emirates",35,0.005487771,6941.704143,454.8571429,1.144,112.442,693.2744286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11423",773,"Bahrain",15,0.005462771,629.1842857,102.4285714,2.372,1935.907,35.00557143,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11432",7997,"Norway",87,0.005409891,27461.24914,925.1428571,16.821,14.462,1270.909,64800.057,118.8414286,64.6,1.73,"NOR","Europe",23.1,118.8414286
"11450",11409,"United Arab Emirates",36,0.005294506,7341.789429,613.2857143,1.144,112.442,749.0774286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11458",7998,"Norway",88,0.005173363,28791.6358,1328,16.821,14.462,1299.9214,64800.057,125.968,64.6,1.73,"NOR","Europe",23.1,125.968
"11461",758,"Bahrain",81,0.005151746,152900.8059,100,2.372,1935.907,2959.707857,43290.705,125.9242857,39.4,-1.41,"BHR","Asia",29.8,125.9242857
"11462",759,"Bahrain",82,0.005150617,153267.5301,86.57142857,2.372,1935.907,3005.67825,43290.705,128.3757143,39.4,-1.41,"BHR","Asia",29.8,128.3757143
"11463",811,"Bahrain",83,0.005147121,153657.3799,107,2.372,1935.907,3060.1795,43290.705,130.2928571,39.4,-1.41,"BHR","Asia",29.8,130.2928571
"11465",812,"Bahrain",84,0.005137294,154094.5403,109,2.372,1935.907,3116.9745,43290.705,132.9328571,39.4,-1.41,"BHR","Asia",29.8,132.9328571
"11468",806,"Bahrain",85,0.005122274,154546.409,121.8571429,2.372,1935.907,3188.989333,43290.705,136.1942857,39.4,-1.41,"BHR","Asia",29.8,136.1942857
"11469",11388,"United Arab Emirates",15,0.005121743,376.364,367.7142857,1.144,112.442,64.116,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11470",757,"Bahrain",80,0.005113584,152459.5597,134.8571429,2.372,1935.907,2910.814286,43290.705,123.1685714,39.4,-1.41,"BHR","Asia",29.8,123.1685714
"11473",815,"Bahrain",86,0.005107551,155023.8537,109,2.372,1935.907,3245.0995,43290.705,138.8657143,39.4,-1.41,"BHR","Asia",29.8,138.8657143
"11475",814,"Bahrain",87,0.005103334,155424.0806,98.42857143,2.372,1935.907,3314.0095,43290.705,140.4628571,39.4,-1.41,"BHR","Asia",29.8,140.4628571
"11476",808,"Bahrain",88,0.005096467,155777.8292,99.6,2.372,1935.907,3374.6792,43290.705,141.932,39.4,-1.41,"BHR","Asia",29.8,141.932
"11480",755,"Bahrain",79,0.005073026,151809.7019,224.2857143,2.372,1935.907,2861.127286,43290.705,118.76,39.4,-1.41,"BHR","Asia",29.8,118.76
"11482",11410,"United Arab Emirates",37,0.005066458,7868.130143,834.5714286,1.144,112.442,804.2044286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11483",5101,"Ireland",12,0.005066402,162.7565714,158,13.928,69.874,2.125571429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"11491",794,"Bahrain",78,0.004986822,150579.6056,414.8571429,2.372,1935.907,2809.297,43290.705,111.9257143,39.4,-1.41,"BHR","Asia",29.8,111.9257143
"11495",7120,"Mongolia",82,0.004972936,44827.29729,1149.571429,4.031,1.98,NA,11840.846,119.165,49.5,0.26," "," ",20.6,119.165
"11498",7121,"Mongolia",83,0.00495454,47562.72214,1290.857143,4.031,1.98,NA,11840.846,122.822,49.5,0.26," "," ",20.6,122.822
"11499",7119,"Mongolia",81,0.00495347,42037.59243,1460.285714,4.031,1.98,1007.483667,11840.846,117.2966667,49.5,0.26," "," ",20.6,117.2966667
"11500",7122,"Mongolia",84,0.004948763,50006.79243,1360.285714,4.031,1.98,NA,11840.846,125.3466667,49.5,0.26," "," ",20.6,125.3466667
"11501",7118,"Mongolia",80,0.004940709,38377.85857,1990.142857,4.031,1.98,992.2574286,11840.846,115.768,49.5,0.26," "," ",20.6,115.768
"11507",7110,"Mongolia",85,0.004899019,52493.55786,1048.428571,4.031,1.98,NA,11840.846,126.4085714,49.5,0.26," "," ",20.6,126.4085714
"11516",11467,"United Kingdom",10,0.004822502,7.008142857,100,18.517,272.898,NA,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"11519",7117,"Mongolia",79,0.004803554,33856.077,2205.571429,4.031,1.98,971.5773333,11840.846,111.924,49.5,0.26," "," ",20.6,111.924
"11523",11411,"United Arab Emirates",38,0.004797762,8421.552286,786.7142857,1.144,112.442,866.141,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11524",7124,"Mongolia",86,0.00478794,55238.07929,1425.142857,4.031,1.98,NA,11840.846,127.46,49.5,0.26," "," ",20.6,127.46
"11526",793,"Bahrain",77,0.004755024,148374.4367,792.4285714,2.372,1935.907,2755.918143,43290.705,108.5557143,39.4,-1.41,"BHR","Asia",29.8,108.5557143
"11527",739,"Bahrain",12,0.004748137,181.9731429,23.42857143,2.372,1935.907,12.66,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11528",7113,"Mongolia",75,0.004743261,17701.02829,961.8571429,4.031,1.98,883.2421429,11840.846,95.11,49.5,0.26," "," ",20.6,95.11
"11532",7114,"Mongolia",76,0.004733401,20138.31871,1128.142857,4.031,1.98,901.6281429,11840.846,102.9383333,49.5,0.26," "," ",20.6,102.9383333
"11533",7112,"Mongolia",74,0.004724362,16158.26743,657.8571429,4.031,1.98,867.5085714,11840.846,80.65285714,49.5,0.26," "," ",20.6,80.65285714
"11534",7115,"Mongolia",77,0.004712372,23936.73586,2576.285714,4.031,1.98,923.0118571,11840.846,106.67,49.5,0.26," "," ",20.6,106.67
"11539",7116,"Mongolia",78,0.004677794,29156.09329,2340.571429,4.031,1.98,947.8588571,11840.846,108.7825,49.5,0.26," "," ",20.6,108.7825
"11552",7125,"Mongolia",87,0.00461847,58876.87314,1904.857143,4.031,1.98,NA,11840.846,128.94,49.5,0.26," "," ",20.6,128.94
"11561",11412,"United Arab Emirates",39,0.004542355,9049.126143,949,1.144,112.442,932.5815714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11565",742,"Bahrain",11,0.004529431,118.5644286,16.85714286,2.372,1935.907,6.2255,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11569",792,"Bahrain",76,0.004495573,144317.1774,1328,2.372,1935.907,2705.093429,43290.705,105.1028571,39.4,-1.41,"BHR","Asia",29.8,105.1028571
"11572",7111,"Mongolia",73,0.004455512,14906.94629,528.4285714,4.031,1.98,851.6382857,11840.846,73.64714286,49.5,0.26," "," ",20.6,73.64714286
"11576",7126,"Mongolia",88,0.004434855,63029.326,2414.8,4.031,1.98,1112.4568,11840.846,129.9325,49.5,0.26," "," ",20.6,129.9325
"11581",11413,"United Arab Emirates",40,0.004363264,9768.067286,1100.571429,1.144,112.442,1002.209429,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11595",11414,"United Arab Emirates",41,0.004210138,10524.18429,1116.285714,1.144,112.442,1079.804714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11598",9460,"Singapore",14,0.004192335,206.3388571,79.28571429,12.922,7915.731,12.326,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"11604",9454,"Singapore",12,0.004134684,72.60742857,41.71428571,12.922,7915.731,NA,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"11608",791,"Bahrain",75,0.004093803,137357.0087,2455.714286,2.372,1935.907,2644.846571,43290.705,99.00142857,39.4,-1.41,"BHR","Asia",29.8,99.00142857
"11614",11415,"United Arab Emirates",42,0.004027362,11416.25129,1283.714286,1.144,112.442,1157.017,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11624",805,"Bahrain",47,0.00395051,48959.04729,144,2.372,1935.907,1117.538,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11625",804,"Bahrain",46,0.003949614,48349.065,171,2.372,1935.907,1078.196143,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11626",803,"Bahrain",45,0.003949596,47605.23843,206.8571429,2.372,1935.907,1036.902714,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11628",802,"Bahrain",48,0.003933622,49564.37143,160.1428571,2.372,1935.907,1157.811714,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11630",798,"Bahrain",44,0.003919067,46724.21657,228.2857143,2.372,1935.907,995.6564286,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11632",780,"Bahrain",50,0.003906791,50887.70171,164.2857143,2.372,1935.907,1238.466167,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11633",801,"Bahrain",43,0.003903609,45695.13214,318.8571429,2.372,1935.907,952.8131667,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11635",807,"Bahrain",49,0.003888582,50201.48214,165.2857143,2.372,1935.907,1199.941286,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11636",774,"Bahrain",16,0.003888266,1033.251429,63.57142857,2.372,1935.907,47.70485714,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11640",7070,"Mongolia",72,0.003879579,13785.04,621,4.031,1.98,836.854,11840.846,67.60714286,49.5,0.26," "," ",20.6,67.60714286
"11641",754,"Bahrain",51,0.003876971,51532.16614,170,2.372,1935.907,1283.236857,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11643",11416,"United Arab Emirates",43,0.003857555,12366.16957,1432.857143,1.144,112.442,1234.531857,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11647",753,"Bahrain",52,0.003832739,52340.464,219.2857143,2.372,1935.907,1320.808857,43290.705,2.908571429,39.4,-1.41,"BHR","Asia",29.8,2.908571429
"11648",790,"Bahrain",74,0.003829597,126279.1136,2882.142857,2.372,1935.907,2568.128429,43290.705,91.53142857,39.4,-1.41,"BHR","Asia",29.8,91.53142857
"11653",800,"Bahrain",42,0.003807153,44380.38214,323,2.372,1935.907,914.1075714,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11655",744,"Bahrain",53,0.003803356,52937.2905,253,2.372,1935.907,1344.3495,43290.705,3.315,39.4,-1.41,"BHR","Asia",29.8,3.315
"11660",741,"Bahrain",54,0.00375781,53623.91843,279.7142857,2.372,1935.907,1370.115286,43290.705,3.645714286,39.4,-1.41,"BHR","Asia",29.8,3.645714286
"11669",11417,"United Arab Emirates",44,0.003719653,13278.89771,1217.857143,1.144,112.442,1315.708286,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11670",789,"Bahrain",73,0.003719536,116096.3764,1884,2.372,1935.907,2492.299,43290.705,85.18571429,39.4,-1.41,"BHR","Asia",29.8,85.18571429
"11671",764,"Bahrain",34,0.003719233,28033.59814,356.4285714,2.372,1935.907,586.4638333,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11672",779,"Bahrain",63,0.003715816,72789.77514,603.4285714,2.372,1935.907,1814.83475,43290.705,29.37833333,39.4,-1.41,"BHR","Asia",29.8,29.37833333
"11674",736,"Bahrain",55,0.003708052,54850.25614,311.2857143,2.372,1935.907,1415.343143,43290.705,5.056,39.4,-1.41,"BHR","Asia",29.8,5.056
"11677",735,"Bahrain",56,0.003688972,56017.516,295.1428571,2.372,1935.907,1460.005,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11679",813,"Bahrain",64,0.003683684,75354.88671,671.1428571,2.372,1935.907,1877.6745,43290.705,32.41571429,39.4,-1.41,"BHR","Asia",29.8,32.41571429
"11680",7921,"Norway",12,0.003683451,397.2094286,200,16.821,14.462,NA,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"11684",737,"Bahrain",57,0.003678019,57363.72543,375,2.372,1935.907,1503.03,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11687",765,"Bahrain",35,0.003673429,29386.91714,337.7142857,2.372,1935.907,622.7678,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11689",750,"Bahrain",62,0.003670005,70353.85086,623.1428571,2.372,1935.907,1768.905286,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11690",781,"Bahrain",65,0.003666851,78240.80043,763.5714286,2.372,1935.907,1956.15275,43290.705,38.15857143,39.4,-1.41,"BHR","Asia",29.8,38.15857143
"11691",762,"Bahrain",32,0.003665189,24967.264,381.7142857,2.372,1935.907,508.822,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11693",763,"Bahrain",33,0.003657594,26562.45071,396.7142857,2.372,1935.907,547.9906667,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11695",787,"Bahrain",71,0.003636043,103333.084,1277.857143,2.372,1935.907,2359.319857,43290.705,73.40714286,39.4,-1.41,"BHR","Asia",29.8,73.40714286
"11697",11418,"United Arab Emirates",45,0.003633023,14107.56529,1176.571429,1.144,112.442,1399.072714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11698",786,"Bahrain",70,0.003629927,98667.06871,1078.714286,2.372,1935.907,2295.800286,43290.705,68.20285714,39.4,-1.41,"BHR","Asia",29.8,68.20285714
"11699",799,"Bahrain",41,0.003628229,43008.02471,399.4285714,2.372,1935.907,877.3663333,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11700",772,"Bahrain",69,0.003623611,94455.53686,1038.142857,2.372,1935.907,2237.5042,43290.705,62.74,39.4,-1.41,"BHR","Asia",29.8,62.74
"11701",788,"Bahrain",72,0.003621388,109316.7914,1629.714286,2.372,1935.907,2425.141429,43290.705,79.80285714,39.4,-1.41,"BHR","Asia",29.8,79.80285714
"11702",769,"Bahrain",66,0.003619008,81604.73086,893.7142857,2.372,1935.907,2019.990714,43290.705,42.66285714,39.4,-1.41,"BHR","Asia",29.8,42.66285714
"11703",738,"Bahrain",58,0.003615771,59303.738,570.4285714,2.372,1935.907,1551.931,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11704",749,"Bahrain",61,0.003614671,67789.55671,684.2857143,2.372,1935.907,1712.899143,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11706",770,"Bahrain",67,0.003599906,85687.40243,1099.142857,2.372,1935.907,2088.628143,43290.705,47.97714286,39.4,-1.41,"BHR","Asia",29.8,47.97714286
"11709",766,"Bahrain",36,0.003578937,31326.43943,619.7142857,2.372,1935.907,658.5686667,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11711",761,"Bahrain",31,0.003574138,23593.68086,315.8571429,2.372,1935.907,479.0571429,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11712",752,"Bahrain",60,0.003567767,64950.546,755.5714286,2.372,1935.907,1661.366667,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11713",771,"Bahrain",68,0.003563021,90174.38629,1122.857143,2.372,1935.907,2161.988429,43290.705,55.68857143,39.4,-1.41,"BHR","Asia",29.8,55.68857143
"11714",785,"Bahrain",40,0.003561963,41314.12929,436.2857143,2.372,1935.907,834.5567143,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11716",751,"Bahrain",59,0.003552886,61865.58086,702.8571429,2.372,1935.907,1605.120333,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,5.056
"11717",11419,"United Arab Emirates",46,0.003544869,14929.56971,1203.428571,1.144,112.442,1485.132857,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11719",760,"Bahrain",30,0.003533395,22174.42043,372.1428571,2.372,1935.907,450.137,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11721",767,"Bahrain",37,0.003518641,34073.769,695,2.372,1935.907,710.0248,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11725",11420,"United Arab Emirates",47,0.003483758,15786.54829,1222.285714,1.144,112.442,1565.551714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11727",784,"Bahrain",39,0.003469279,39329.01157,574.2857143,2.372,1935.907,795.6305,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11729",746,"Bahrain",29,0.003450832,20574.73971,462.5714286,2.372,1935.907,407.0168571,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11732",783,"Bahrain",38,0.003426389,36872.169,679.8571429,2.372,1935.907,754.0528,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11734",11421,"United Arab Emirates",48,0.003417138,16659.75557,1254.857143,1.144,112.442,1649.562571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11739",11422,"United Arab Emirates",49,0.003361395,17535.15029,1241.142857,1.144,112.442,1733.733143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11743",11424,"United Arab Emirates",50,0.003322249,18390.22714,1204.285714,1.144,112.442,1826.761143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11744",748,"Bahrain",27,0.003317825,16508.08357,509,2.372,1935.907,332.803,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11747",11425,"United Arab Emirates",51,0.003296437,19246.73371,1230.142857,1.144,112.442,1923.753714,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11752",9457,"Singapore",15,0.003279653,403.1804286,253,12.922,7915.731,16.076,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"11753",5141,"Israel",13,0.003272824,453.5627143,623.7142857,11.733,402.606,6.324428571,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"11754",11439,"United Arab Emirates",64,0.003270626,42873.73043,2067,1.144,112.442,3405.701857,67293.483,66.60285714,46.7,-1.11,"ARE","Asia",31.7,66.60285714
"11755",11440,"United Arab Emirates",65,0.003266225,44289.10686,2024.571429,1.144,112.442,3561.472286,67293.483,74.05142857,46.7,-1.11,"ARE","Asia",31.7,74.05142857
"11757",11426,"United Arab Emirates",52,0.003258755,20091.97314,1213,1.144,112.442,2019.261571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11760",11441,"United Arab Emirates",66,0.003250666,45764.594,2160.285714,1.144,112.442,3719.052,67293.483,81.35142857,46.7,-1.11,"ARE","Asia",31.7,81.35142857
"11762",745,"Bahrain",28,0.003239452,18586.51686,536.7142857,2.372,1935.907,373.54,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11763",11438,"United Arab Emirates",63,0.003226698,41341.20671,2541.571429,1.144,112.442,3246.636429,67293.483,63.14571429,46.7,-1.11,"ARE","Asia",31.7,63.14571429
"11765",11427,"United Arab Emirates",53,0.003222908,20714.171,1726.5,1.144,112.442,2083.556,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"11772",11442,"United Arab Emirates",67,0.003203886,47249.73243,2053.142857,1.144,112.442,3884.375857,67293.483,86.48142857,46.7,-1.11,"ARE","Asia",31.7,86.48142857
"11779",11428,"United Arab Emirates",54,0.003169331,21540.65071,1990.285714,1.144,112.442,2147.545143,67293.483,8.473333333,46.7,-1.11,"ARE","Asia",31.7,8.473333333
"11780",775,"Bahrain",17,0.003162337,1432.497571,119.7142857,2.372,1935.907,62.69042857,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11781",11443,"United Arab Emirates",68,0.003159524,48614.49229,1898.857143,1.144,112.442,4052.695429,67293.483,91.19857143,46.7,-1.11,"ARE","Asia",31.7,91.19857143
"11782",7109,"Mongolia",71,0.003158944,12040.17643,1031.714286,4.031,1.98,819.1462857,11840.846,46.34428571,49.5,0.26," "," ",20.6,46.34428571
"11783",11638,"Uruguay",13,0.003155039,81.93942857,21.28571429,14.655,19.751,0.954,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"11785",11437,"United Arab Emirates",62,0.003146336,39431.83286,2934.714286,1.144,112.442,3089.486143,67293.483,60.71857143,46.7,-1.11,"ARE","Asia",31.7,60.71857143
"11787",2089,"Chile",13,0.003127788,103.2222857,266.7142857,11.087,24.282,0.886,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"11788",11444,"United Arab Emirates",69,0.003118221,49946.30886,1921.285714,1.144,112.442,4201.717571,67293.483,97.25,46.7,-1.11,"ARE","Asia",31.7,97.25
"11794",747,"Bahrain",26,0.003083924,14416.086,528,2.372,1935.907,297.4517143,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11795",9455,"Singapore",13,0.003075864,133.1741429,52.57142857,12.922,7915.731,NA,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"11797",11446,"United Arab Emirates",70,0.003071855,51305.16314,1912.857143,1.144,112.442,4337.455571,67293.483,103.4483333,46.7,-1.11,"ARE","Asia",31.7,103.4483333
"11798",11429,"United Arab Emirates",55,0.003049727,23374.37157,3030.714286,1.144,112.442,2255.511429,67293.483,12.03,46.7,-1.11,"ARE","Asia",31.7,12.03
"11799",11436,"United Arab Emirates",61,0.003045882,37347.31671,2826.428571,1.144,112.442,2955.006714,67293.483,56.34714286,46.7,-1.11,"ARE","Asia",31.7,56.34714286
"11800",11447,"United Arab Emirates",71,0.003036242,52603.70686,1811.714286,1.144,112.442,4472.275857,67293.483,107.4816667,46.7,-1.11,"ARE","Asia",31.7,107.4816667
"11804",11448,"United Arab Emirates",72,0.003004323,53799.94471,1602,1.144,112.442,4607.300857,67293.483,112.3428571,46.7,-1.11,"ARE","Asia",31.7,112.3428571
"11807",11449,"United Arab Emirates",73,0.002984411,54795.63286,1324.571429,1.144,112.442,4732.852429,67293.483,115.7542857,46.7,-1.11,"ARE","Asia",31.7,115.7542857
"11810",11450,"United Arab Emirates",74,0.002965681,55831.44186,1683.571429,1.144,112.442,4884.584571,67293.483,122.98,46.7,-1.11,"ARE","Asia",31.7,122.98
"11814",11451,"United Arab Emirates",75,0.002941264,57155.70871,1961.714286,1.144,112.442,5039.184,67293.483,129.18,46.7,-1.11,"ARE","Asia",31.7,129.18
"11816",11430,"United Arab Emirates",56,0.002923562,25699.87371,3469.857143,1.144,112.442,2357.560857,67293.483,19.71714286,46.7,-1.11,"ARE","Asia",31.7,19.71714286
"11817",11435,"United Arab Emirates",60,0.002919371,35243.38343,3172.857143,1.144,112.442,2830.730857,67293.483,51.34,46.7,-1.11,"ARE","Asia",31.7,51.34
"11818",11452,"United Arab Emirates",76,0.002909384,58543.71771,1782.285714,1.144,112.442,5197.629,67293.483,134.23,46.7,-1.11,"ARE","Asia",31.7,134.23
